timestamp;KAHL1 [A];KAHL2 [A]
2026-02-18 09:08:21;181;173
2026-02-18 09:08:30;182;150
2026-02-18 09:08:40;185;164
2026-02-18 09:09:01;182;154
2026-02-18 09:09:50;195;155
2026-02-18 09:10:01;182;159
2026-02-18 09:10:10;194;175
2026-02-18 09:10:20;182;155
2026-02-18 09:10:30;186;172
2026-02-18 09:10:41;182;152
2026-02-18 09:10:51;182;184
2026-02-18 09:11:00;187;152
2026-02-18 09:11:11;187;173
2026-02-18 09:11:21;172;154
2026-02-18 09:11:31;189;168
2026-02-18 09:11:41;177;160
2026-02-18 09:12:01;182;172
2026-02-18 09:12:11;177;159
2026-02-18 09:13:31;186;176
2026-02-18 09:13:41;182;164
2026-02-18 09:14:31;192;162
2026-02-18 09:15:01;182;159
2026-02-18 09:15:51;182;172
2026-02-18 09:16:01;187;183
2026-02-18 09:16:11;181;170
2026-02-18 09:16:21;178;157
2026-02-18 09:16:31;178;180
2026-02-18 09:16:41;183;152
2026-02-18 09:16:51;192;166
2026-02-18 09:17:01;179;172
2026-02-18 09:17:21;173;142
2026-02-18 09:17:31;184;170
2026-02-18 09:17:41;185;155
2026-02-18 09:17:51;176;188
2026-02-18 09:18:01;179;172
2026-02-18 09:18:11;183;161
2026-02-18 09:18:21;193;151
2026-02-18 09:18:31;181;135
2026-02-18 09:18:41;188;167
2026-02-18 09:18:51;180;151
2026-02-18 09:19:01;192;186
2026-02-18 09:19:11;200;158
2026-02-18 09:19:21;187;151
2026-02-18 09:19:51;190;162
2026-02-18 09:20:11;178;166
2026-02-18 09:20:21;192;158
2026-02-18 09:20:31;192;168
2026-02-18 09:21:01;187;156
2026-02-18 09:21:11;182;175
2026-02-18 09:21:21;187;158
2026-02-18 09:22:21;196;184
2026-02-18 09:22:31;177;169
2026-02-18 09:22:41;187;170
2026-02-18 09:22:51;192;189
2026-02-18 09:23:11;187;170
2026-02-18 09:23:41;190;187
2026-02-18 09:23:51;203;173
2026-02-18 09:24:01;193;164
2026-02-18 09:24:11;190;192
2026-02-18 09:24:21;187;155
2026-02-18 09:24:31;192;168
2026-02-18 09:24:41;199;146
2026-02-18 09:24:51;197;179
2026-02-18 09:25:01;197;168
2026-02-18 09:25:21;207;157
2026-02-18 09:25:51;198;176
2026-02-18 09:26:11;211;165
2026-02-18 09:26:31;201;164
2026-02-18 09:26:41;212;147
2026-02-18 09:26:51;206;180
2026-02-18 09:27:01;205;157
2026-02-18 09:27:21;207;180
2026-02-18 09:27:31;221;165
2026-02-18 09:28:01;236;159
2026-02-18 09:28:11;237;179
2026-02-18 09:28:31;261;161
2026-02-18 09:28:41;241;179
2026-02-18 09:28:51;225;156
2026-02-18 09:29:11;185;165
2026-02-18 09:29:21;148;167
2026-02-18 09:29:41;161;172
2026-02-18 09:30:01;182;189
2026-02-18 09:30:11;162;177
2026-02-18 09:30:21;176;177
2026-02-18 09:30:31;192;161
2026-02-18 09:30:41;194;172
2026-02-18 09:30:51;226;168
2026-02-18 09:31:01;246;184
2026-02-18 09:31:11;281;182
2026-02-18 09:31:21;295;185
2026-02-18 09:31:31;285;192
2026-02-18 09:31:41;285;180
2026-02-18 09:31:51;239;187
2026-02-18 09:32:01;211;157
2026-02-18 09:32:11;203;181
2026-02-18 09:32:21;177;169
2026-02-18 09:32:31;148;155
2026-02-18 09:32:51;148;166
2026-02-18 09:33:01;162;167
2026-02-18 09:33:21;167;188
2026-02-18 09:33:31;182;161
2026-02-18 09:33:41;202;166
2026-02-18 09:33:51;208;179
2026-02-18 09:34:01;232;176
2026-02-18 09:34:11;295;173
2026-02-18 09:34:41;271;171
2026-02-18 09:34:51;251;160
2026-02-18 09:35:01;212;158
2026-02-18 09:35:11;192;92
2026-02-18 09:35:21;149;78
2026-02-18 09:35:31;134;75
2026-02-18 09:35:41;148;74
2026-02-18 09:35:51;159;76
2026-02-18 09:36:01;168;5
2026-02-18 09:36:31;186;0
2026-02-18 09:36:41;197;0
2026-02-18 09:36:51;222;0
2026-02-18 09:37:01;256;0
2026-02-18 09:37:11;281;0
2026-02-18 09:37:21;267;0
2026-02-18 09:37:31;281;0
2026-02-18 09:37:41;291;276
2026-02-18 09:37:51;246;150
2026-02-18 09:38:01;212;88
2026-02-18 09:38:11;202;103
2026-02-18 09:38:21;167;128
2026-02-18 09:38:31;138;88
2026-02-18 09:38:41;148;107
2026-02-18 09:38:51;162;190
2026-02-18 09:39:01;176;162
2026-02-18 09:39:11;192;189
2026-02-18 09:39:31;216;175
2026-02-18 09:39:41;231;140
2026-02-18 09:39:51;264;224
2026-02-18 09:40:01;271;139
2026-02-18 09:40:11;266;209
2026-02-18 09:40:21;247;167
2026-02-18 09:40:31;220;197
2026-02-18 09:40:41;191;131
2026-02-18 09:40:51;148;169
2026-02-18 09:41:11;152;158
2026-02-18 09:41:21;138;152
2026-02-18 09:41:31;163;144
2026-02-18 09:41:41;179;139
2026-02-18 09:41:51;187;164
2026-02-18 09:42:01;198;148
2026-02-18 09:42:21;222;133
2026-02-18 09:42:31;230;146
2026-02-18 09:42:41;236;133
2026-02-18 09:42:51;236;123
2026-02-18 09:43:01;225;128
2026-02-18 09:43:11;197;132
2026-02-18 09:43:21;162;115
2026-02-18 09:43:31;141;127
2026-02-18 09:43:42;143;144
2026-02-18 09:43:51;157;123
2026-02-18 09:44:01;172;134
2026-02-18 09:44:11;199;142
2026-02-18 09:44:31;206;129
2026-02-18 09:44:51;240;154
2026-02-18 09:45:01;246;137
2026-02-18 09:45:11;224;143
2026-02-18 09:45:31;207;140
2026-02-18 09:45:41;180;131
2026-02-18 09:45:51;134;140
2026-02-18 09:46:01;164;129
2026-02-18 09:46:11;162;140
2026-02-18 09:46:21;178;161
2026-02-18 09:46:31;187;194
2026-02-18 09:46:41;201;184
2026-02-18 09:46:51;215;181
2026-02-18 09:47:01;254;155
2026-02-18 09:47:31;216;176
2026-02-18 09:47:41;223;199
2026-02-18 09:47:51;213;210
2026-02-18 09:48:01;192;186
2026-02-18 09:48:12;182;171
2026-02-18 09:48:21;162;162
2026-02-18 09:48:31;164;217
2026-02-18 09:48:42;168;196
2026-02-18 09:48:51;153;177
2026-02-18 09:49:01;198;154
2026-02-18 09:49:11;199;185
2026-02-18 09:49:32;221;178
2026-02-18 09:49:41;237;164
2026-02-18 09:49:51;244;186
2026-02-18 09:50:02;231;161
2026-02-18 09:50:11;207;165
2026-02-18 09:50:21;186;176
2026-02-18 09:50:32;158;179
2026-02-18 09:50:42;157;158
2026-02-18 09:50:51;153;202
2026-02-18 09:51:01;154;177
2026-02-18 09:51:12;170;165
2026-02-18 09:51:22;174;178
2026-02-18 09:51:41;192;171
2026-02-18 09:51:51;212;191
2026-02-18 09:52:02;226;172
2026-02-18 09:52:12;235;182
2026-02-18 09:52:21;266;170
2026-02-18 09:52:32;251;185
2026-02-18 09:52:41;261;184
2026-02-18 09:52:51;251;179
2026-02-18 09:53:01;219;191
2026-02-18 09:53:12;197;192
2026-02-18 09:53:22;171;171
2026-02-18 09:53:32;148;195
2026-02-18 09:53:41;138;160
2026-02-18 09:53:51;148;173
2026-02-18 09:54:02;162;173
2026-02-18 09:54:32;187;179
2026-02-18 09:54:51;202;169
2026-02-18 09:55:01;225;159
2026-02-18 09:55:12;250;175
2026-02-18 09:55:22;272;174
2026-02-18 09:55:32;286;172
2026-02-18 09:55:42;262;147
2026-02-18 09:55:52;241;164
2026-02-18 09:56:02;223;163
2026-02-18 09:56:11;202;202
2026-02-18 09:56:22;158;187
2026-02-18 09:56:32;139;158
2026-02-18 09:56:41;138;177
2026-02-18 09:56:52;147;205
2026-02-18 09:57:02;158;193
2026-02-18 09:57:11;171;180
2026-02-18 09:57:22;192;166
2026-02-18 09:57:32;193;156
2026-02-18 09:57:42;206;182
2026-02-18 09:57:52;216;189
2026-02-18 09:58:02;252;175
2026-02-18 09:58:22;266;200
2026-02-18 09:58:32;241;171
2026-02-18 09:58:42;222;147
2026-02-18 09:58:52;197;144
2026-02-18 09:59:02;185;182
2026-02-18 09:59:12;157;183
2026-02-18 09:59:22;138;178
2026-02-18 09:59:52;167;180
2026-02-18 10:00:12;170;170
2026-02-18 10:00:22;182;171
2026-02-18 10:00:32;197;158
2026-02-18 10:00:42;217;179
2026-02-18 10:00:52;235;172
2026-02-18 10:01:01;280;152
2026-02-18 10:01:12;281;181
2026-02-18 10:01:22;281;152
2026-02-18 10:01:32;242;146
2026-02-18 10:01:42;251;188
2026-02-18 10:01:52;210;156
2026-02-18 10:02:01;187;174
2026-02-18 10:02:12;157;173
2026-02-18 10:02:21;134;161
2026-02-18 10:02:32;138;173
2026-02-18 10:02:42;138;202
2026-02-18 10:02:52;159;174
2026-02-18 10:03:02;163;159
2026-02-18 10:03:12;158;209
2026-02-18 10:03:22;168;171
2026-02-18 10:03:42;202;180
2026-02-18 10:03:51;228;182
2026-02-18 10:04:02;261;143
2026-02-18 10:04:12;253;201
2026-02-18 10:04:22;272;162
2026-02-18 10:04:42;281;143
2026-02-18 10:04:51;261;171
2026-02-18 10:05:02;276;163
2026-02-18 10:05:12;266;174
2026-02-18 10:05:22;270;159
2026-02-18 10:05:32;220;178
2026-02-18 10:05:42;192;186
2026-02-18 10:05:52;149;160
2026-02-18 10:06:02;133;201
2026-02-18 10:06:12;128;172
2026-02-18 10:06:22;128;160
2026-02-18 10:06:32;130;173
2026-02-18 10:06:42;149;170
2026-02-18 10:07:02;150;182
2026-02-18 10:07:22;162;163
2026-02-18 10:07:32;172;154
2026-02-18 10:07:52;187;152
2026-02-18 10:08:02;202;171
2026-02-18 10:08:12;215;136
2026-02-18 10:08:22;281;153
2026-02-18 10:08:32;265;193
2026-02-18 10:08:42;265;173
2026-02-18 10:08:52;251;183
2026-02-18 10:09:02;252;168
2026-02-18 10:09:42;266;161
2026-02-18 10:09:52;276;164
2026-02-18 10:10:02;221;166
2026-02-18 10:10:12;189;169
2026-02-18 10:10:22;134;185
2026-02-18 10:10:32;118;179
2026-02-18 10:10:42;118;161
2026-02-18 10:11:02;128;168
2026-02-18 10:11:12;138;141
2026-02-18 10:11:22;141;172
2026-02-18 10:11:32;153;166
2026-02-18 10:11:42;138;181
2026-02-18 10:11:52;154;157
2026-02-18 10:12:32;177;155
2026-02-18 10:12:42;162;148
2026-02-18 10:12:52;187;161
2026-02-18 10:13:02;167;157
2026-02-18 10:13:12;172;185
2026-02-18 10:13:22;172;175
2026-02-18 10:13:32;172;157
2026-02-18 10:14:12;179;169
2026-02-18 10:14:32;177;148
2026-02-18 10:14:42;192;167
2026-02-18 10:15:22;216;145
2026-02-18 10:15:32;261;162
2026-02-18 10:16:02;266;172
2026-02-18 10:16:12;261;139
2026-02-18 10:16:22;271;164
2026-02-18 10:16:52;241;172
2026-02-18 10:17:02;204;161
2026-02-18 10:17:12;172;181
2026-02-18 10:17:22;135;168
2026-02-18 10:17:42;138;140
2026-02-18 10:18:02;147;161
2026-02-18 10:18:32;148;191
2026-02-18 10:18:42;158;168
2026-02-18 10:19:12;172;153
2026-02-18 10:19:32;154;144
2026-02-18 10:19:42;178;179
2026-02-18 10:19:52;168;149
2026-02-18 10:20:02;172;162
2026-02-18 10:20:12;159;151
2026-02-18 10:20:22;161;172
2026-02-18 10:20:32;163;159
2026-02-18 10:20:42;176;167
2026-02-18 10:20:52;172;184
2026-02-18 10:21:02;163;155
2026-02-18 10:21:12;168;179
2026-02-18 10:21:22;172;160
2026-02-18 10:21:42;161;151
2026-02-18 10:21:52;172;164
2026-02-18 10:22:02;172;181
2026-02-18 10:22:12;184;173
2026-02-18 10:22:32;177;159
2026-02-18 10:23:42;170;175
2026-02-18 10:23:52;194;177
2026-02-18 10:24:02;177;158
2026-02-18 10:24:12;174;172
2026-02-18 10:24:22;171;195
2026-02-18 10:24:32;192;170
2026-02-18 10:24:42;177;177
2026-02-18 10:24:52;190;167
2026-02-18 10:25:12;180;178
2026-02-18 10:25:22;188;168
2026-02-18 10:25:32;181;156
2026-02-18 10:25:42;177;182
2026-02-18 10:25:52;180;150
2026-02-18 10:26:02;182;183
2026-02-18 10:26:12;185;170
2026-02-18 10:26:22;201;184
2026-02-18 10:26:32;193;164
2026-02-18 10:27:02;209;175
2026-02-18 10:27:12;241;169
2026-02-18 10:27:22;275;182
2026-02-18 10:27:32;285;203
2026-02-18 10:27:42;281;160
2026-02-18 10:28:12;261;156
2026-02-18 10:28:22;231;178
2026-02-18 10:28:32;214;158
2026-02-18 10:28:42;187;205
2026-02-18 10:28:52;148;169
2026-02-18 10:29:32;158;193
2026-02-18 10:29:42;167;153
2026-02-18 10:29:52;171;183
2026-02-18 10:30:02;172;168
2026-02-18 10:30:22;202;163
2026-02-18 10:30:32;189;180
2026-02-18 10:30:42;237;155
2026-02-18 10:30:52;266;183
2026-02-18 10:31:02;286;170
2026-02-18 10:31:22;271;175
2026-02-18 10:31:32;261;178
2026-02-18 10:31:42;231;193
2026-02-18 10:31:52;208;142
2026-02-18 10:32:02;196;189
2026-02-18 10:32:12;153;169
2026-02-18 10:32:22;142;171
2026-02-18 10:32:42;158;191
2026-02-18 10:32:52;162;165
2026-02-18 10:33:32;182;162
2026-02-18 10:33:42;177;145
2026-02-18 10:33:52;192;179
2026-02-18 10:34:32;175;183
2026-02-18 10:34:42;191;191
2026-02-18 10:34:52;194;156
2026-02-18 10:35:02;200;180
2026-02-18 10:35:12;206;165
2026-02-18 10:35:22;231;205
2026-02-18 10:35:32;239;177
2026-02-18 10:35:42;281;187
2026-02-18 10:35:52;285;164
2026-02-18 10:36:02;271;168
2026-02-18 10:36:12;276;179
2026-02-18 10:36:22;281;168
2026-02-18 10:36:32;241;173
2026-02-18 10:36:42;230;163
2026-02-18 10:36:52;202;183
2026-02-18 10:37:02;169;184
2026-02-18 10:37:12;149;162
2026-02-18 10:37:22;143;177
2026-02-18 10:37:42;160;177
2026-02-18 10:37:52;167;167
2026-02-18 10:38:02;168;157
2026-02-18 10:38:12;177;175
2026-02-18 10:38:22;185;163
2026-02-18 10:38:32;199;166
2026-02-18 10:38:42;212;172
2026-02-18 10:38:52;227;183
2026-02-18 10:39:02;237;165
2026-02-18 10:39:12;291;176
2026-02-18 10:39:22;276;192
2026-02-18 10:39:32;281;176
2026-02-18 10:39:42;276;187
2026-02-18 10:39:52;242;198
2026-02-18 10:40:02;228;161
2026-02-18 10:40:12;173;178
2026-02-18 10:40:22;192;189
2026-02-18 10:40:32;142;175
2026-02-18 10:40:52;157;184
2026-02-18 10:41:02;173;182
2026-02-18 10:41:22;182;194
2026-02-18 10:41:32;202;176
2026-02-18 10:41:52;237;200
2026-02-18 10:42:02;237;109
2026-02-18 10:42:12;261;84
2026-02-18 10:42:22;246;85
2026-02-18 10:42:32;222;84
2026-02-18 10:42:42;212;79
2026-02-18 10:42:52;198;5
2026-02-18 10:43:02;177;1
2026-02-18 10:43:12;161;0
2026-02-18 10:43:32;173;0
2026-02-18 10:43:42;202;0
2026-02-18 10:44:02;221;276
2026-02-18 10:44:12;231;113
2026-02-18 10:44:22;224;81
2026-02-18 10:44:32;208;84
2026-02-18 10:44:42;227;88
2026-02-18 10:44:53;198;100
2026-02-18 10:45:02;189;114
2026-02-18 10:45:22;179;179
2026-02-18 10:45:32;182;193
2026-02-18 10:45:42;177;166
2026-02-18 10:45:52;211;164
2026-02-18 10:46:02;175;126
2026-02-18 10:46:12;202;175
2026-02-18 10:46:22;203;195
2026-02-18 10:46:32;218;132
2026-02-18 10:46:42;231;180
2026-02-18 10:46:52;206;161
2026-02-18 10:47:02;231;133
2026-02-18 10:47:13;196;165
2026-02-18 10:47:23;201;145
2026-02-18 10:47:42;213;130
2026-02-18 10:47:52;179;126
2026-02-18 10:48:03;201;139
2026-02-18 10:48:12;182;148
2026-02-18 10:48:32;193;151
2026-02-18 10:48:42;207;170
2026-02-18 10:48:52;182;164
2026-02-18 10:49:02;185;137
2026-02-18 10:49:13;182;179
2026-02-18 10:49:22;172;163
2026-02-18 10:49:32;175;119
2026-02-18 10:49:42;181;159
2026-02-18 10:50:02;177;117
2026-02-18 10:50:12;206;173
2026-02-18 10:50:22;205;96
2026-02-18 10:50:33;212;142
2026-02-18 10:50:42;211;94
2026-02-18 10:50:52;217;111
2026-02-18 10:51:22;200;144
2026-02-18 10:51:32;191;111
2026-02-18 10:51:42;175;145
2026-02-18 10:51:53;182;99
2026-02-18 10:52:02;166;150
2026-02-18 10:52:12;196;119
2026-02-18 10:52:22;186;136
2026-02-18 10:52:33;212;137
2026-02-18 10:52:42;206;107
2026-02-18 10:52:52;182;122
2026-02-18 10:53:02;216;108
2026-02-18 10:53:12;221;132
2026-02-18 10:53:32;208;79
2026-02-18 10:53:52;220;75
2026-02-18 10:54:02;201;74
2026-02-18 10:54:33;197;11
2026-02-18 10:54:42;207;2
2026-02-18 10:55:43;187;0
2026-02-18 10:55:53;215;0
2026-02-18 10:56:12;229;0
2026-02-18 10:56:23;207;0
2026-02-18 10:56:32;187;0
2026-02-18 10:56:52;169;0
2026-02-18 10:57:03;187;0
2026-02-18 10:57:53;200;0
2026-02-18 10:58:02;218;0
2026-02-18 10:58:12;206;0
2026-02-18 10:59:43;233;0
2026-02-18 10:59:53;207;0
2026-02-18 11:00:02;223;0
2026-02-18 11:00:12;192;0
2026-02-18 11:00:33;167;0
2026-02-18 11:00:42;181;0
2026-02-18 11:01:02;205;0
2026-02-18 11:01:32;188;0
2026-02-18 11:01:43;203;0
2026-02-18 11:02:02;183;0
2026-02-18 11:02:12;211;0
2026-02-18 11:02:22;223;0
2026-02-18 11:02:33;233;0
2026-02-18 11:02:42;212;0
2026-02-18 11:02:53;227;0
2026-02-18 11:03:03;201;0
2026-02-18 11:03:53;175;0
2026-02-18 11:04:02;193;0
2026-02-18 11:04:13;169;0
2026-02-18 11:04:23;226;0
2026-02-18 11:04:33;237;0
2026-02-18 11:04:53;202;0
2026-02-18 11:05:03;187;0
2026-02-18 11:05:12;161;0
2026-02-18 11:05:53;186;0
2026-02-18 11:06:03;198;0
2026-02-18 11:06:23;236;0
2026-02-18 11:06:33;281;0
2026-02-18 11:06:43;226;0
2026-02-18 11:07:03;202;0
2026-02-18 11:07:13;163;0
2026-02-18 11:07:33;144;0
2026-02-18 11:07:43;175;0
2026-02-18 11:08:23;209;0
2026-02-18 11:08:33;245;0
2026-02-18 11:08:43;266;0
2026-02-18 11:09:03;242;0
2026-02-18 11:09:13;216;0
2026-02-18 11:09:23;192;0
2026-02-18 11:09:43;172;0
2026-02-18 11:09:52;148;0
2026-02-18 11:10:03;167;0
2026-02-18 11:10:23;156;0
2026-02-18 11:10:33;204;0
2026-02-18 11:10:42;266;0
2026-02-18 11:10:53;282;0
2026-02-18 11:11:03;266;0
2026-02-18 11:11:23;223;0
2026-02-18 11:11:33;201;0
2026-02-18 11:11:43;178;0
2026-02-18 11:11:53;155;0
2026-02-18 11:12:23;168;0
2026-02-18 11:12:33;152;0
2026-02-18 11:12:43;171;0
2026-02-18 11:12:53;194;0
2026-02-18 11:13:13;221;0
2026-02-18 11:13:23;246;0
2026-02-18 11:13:33;266;0
2026-02-18 11:13:43;251;0
2026-02-18 11:13:53;227;0
2026-02-18 11:14:03;197;0
2026-02-18 11:14:13;181;0
2026-02-18 11:14:33;162;0
2026-02-18 11:14:53;151;0
2026-02-18 11:15:03;162;0
2026-02-18 11:15:33;177;0
2026-02-18 11:16:03;187;0
2026-02-18 11:16:33;200;0
2026-02-18 11:16:43;216;0
2026-02-18 11:17:13;232;0
2026-02-18 11:17:43;254;0
2026-02-18 11:17:53;209;0
2026-02-18 11:18:03;171;0
2026-02-18 11:18:13;128;0
2026-02-18 11:18:23;109;0
2026-02-18 11:18:43;127;0
2026-02-18 11:19:13;139;0
2026-02-18 11:19:33;128;0
2026-02-18 11:19:43;143;0
2026-02-18 11:20:03;163;0
2026-02-18 11:21:43;187;0
2026-02-18 11:21:53;172;0
2026-02-18 11:22:23;200;0
2026-02-18 11:22:33;171;0
2026-02-18 11:23:13;182;0
2026-02-18 11:23:23;172;0
2026-02-18 11:23:53;182;0
2026-02-18 11:24:43;171;0
2026-02-18 11:24:53;182;0
2026-02-18 11:26:33;172;0
2026-02-18 11:26:53;182;0
2026-02-18 11:27:03;165;0
2026-02-18 11:27:13;177;0
2026-02-18 11:27:33;167;0
2026-02-18 11:27:43;182;0
2026-02-18 11:27:53;165;0
2026-02-18 11:35:23;176;0
2026-02-18 11:36:33;166;0
2026-02-18 11:36:53;178;0
2026-02-18 11:37:13;167;0
2026-02-18 11:37:23;182;0
2026-02-18 11:39:13;194;0
2026-02-18 11:39:23;183;0
2026-02-18 11:39:53;189;27
2026-02-18 11:40:03;162;73
2026-02-18 11:40:13;184;74
2026-02-18 11:40:23;182;85
2026-02-18 11:40:33;188;96
2026-02-18 11:40:43;196;162
2026-02-18 11:40:53;197;190
2026-02-18 11:41:03;197;148
2026-02-18 11:41:13;197;133
2026-02-18 11:41:23;191;114
2026-02-18 11:41:33;191;139
2026-02-18 11:41:43;198;174
2026-02-18 11:41:53;200;152
2026-02-18 11:42:03;189;145
2026-02-18 11:42:43;190;127
2026-02-18 11:43:43;201;133
2026-02-18 11:43:53;192;151
2026-02-18 11:44:03;187;134
2026-02-18 11:44:13;187;147
2026-02-18 11:44:23;193;128
2026-02-18 11:46:13;207;135
2026-02-18 11:46:33;206;123
2026-02-18 11:46:43;196;132
2026-02-18 11:47:03;210;126
2026-02-18 11:47:13;220;130
2026-02-18 11:48:23;213;141
2026-02-18 11:48:43;221;125
2026-02-18 11:48:53;231;130
2026-02-18 11:49:33;212;129
2026-02-18 11:49:43;192;130
2026-02-18 11:49:53;143;135
2026-02-18 11:50:03;132;131
2026-02-18 11:50:23;146;131
2026-02-18 11:50:43;157;137
2026-02-18 11:51:03;162;120
2026-02-18 11:51:33;160;142
2026-02-18 11:51:43;167;128
2026-02-18 11:53:03;175;142
2026-02-18 11:53:23;169;125
2026-02-18 11:54:43;180;130
2026-02-18 11:55:23;173;140
2026-02-18 11:55:43;163;124
2026-02-18 11:55:53;173;160
2026-02-18 11:56:03;174;123
2026-02-18 11:56:13;158;125
2026-02-18 11:56:33;170;134
2026-02-18 11:57:43;173;122
2026-02-18 11:58:03;162;130
2026-02-18 11:58:13;177;121
2026-02-18 11:58:23;177;134
2026-02-18 11:58:33;172;124
2026-02-18 11:58:53;168;137
2026-02-18 11:59:03;163;127
2026-02-18 11:59:43;179;134
2026-02-18 11:59:53;153;126
2026-02-18 12:00:03;167;125
2026-02-18 12:00:33;177;132
2026-02-18 12:00:43;162;129
2026-02-18 12:00:53;172;136
2026-02-18 12:01:03;183;136
2026-02-18 12:01:13;158;98
2026-02-18 12:01:23;171;135
2026-02-18 12:01:33;167;125
2026-02-18 12:01:43;177;132
2026-02-18 12:02:03;162;125
2026-02-18 12:02:13;172;132
2026-02-18 12:02:33;173;112
2026-02-18 12:02:43;183;126
2026-02-18 12:02:53;173;127
2026-02-18 12:03:03;158;115
2026-02-18 12:03:14;176;121
2026-02-18 12:03:53;158;126
2026-02-18 12:04:03;168;121
2026-02-18 12:04:13;172;141
2026-02-18 12:04:33;167;119
2026-02-18 12:05:23;172;140
2026-02-18 12:05:33;174;125
2026-02-18 12:05:53;155;110
2026-02-18 12:06:03;172;121
2026-02-18 12:06:13;163;134
2026-02-18 12:06:43;177;119
2026-02-18 12:06:53;158;115
2026-02-18 12:07:03;162;146
2026-02-18 12:07:13;170;116
2026-02-18 12:07:23;171;128
2026-02-18 12:08:03;148;127
2026-02-18 12:08:13;162;118
2026-02-18 12:08:33;163;136
2026-02-18 12:08:43;162;117
2026-02-18 12:09:03;163;137
2026-02-18 12:09:23;167;120
2026-02-18 12:10:13;162;107
2026-02-18 12:10:23;168;122
2026-02-18 12:10:33;162;110
2026-02-18 12:11:03;162;131
2026-02-18 12:11:13;162;120
2026-02-18 12:11:23;172;120
2026-02-18 12:11:33;158;118
2026-02-18 12:12:03;169;118
2026-02-18 12:15:13;159;128
2026-02-18 12:15:23;170;117
2026-02-18 12:15:33;168;131
2026-02-18 12:15:43;164;105
2026-02-18 12:15:53;172;120
2026-02-18 12:16:03;167;131
2026-02-18 12:16:33;162;115
2026-02-18 12:16:43;162;129
2026-02-18 12:17:03;166;117
2026-02-18 12:17:43;157;137
2026-02-18 12:17:53;165;124
2026-02-18 12:18:03;164;135
2026-02-18 12:18:13;167;114
2026-02-18 12:18:23;167;128
2026-02-18 12:18:43;161;114
2026-02-18 12:19:03;168;127
2026-02-18 12:19:13;158;121
2026-02-18 12:19:23;172;114
2026-02-18 12:20:03;167;130
2026-02-18 12:20:13;173;113
2026-02-18 12:20:23;167;127
2026-02-18 12:20:33;162;114
2026-02-18 12:20:43;167;131
2026-02-18 12:20:53;157;122
2026-02-18 12:21:03;169;127
2026-02-18 12:21:23;167;117
2026-02-18 12:21:33;172;133
2026-02-18 12:21:43;172;123
2026-02-18 12:21:53;173;110
2026-02-18 12:22:03;167;130
2026-02-18 12:22:23;173;115
2026-02-18 12:22:33;163;114
2026-02-18 12:22:53;177;117
2026-02-18 12:23:04;180;127
2026-02-18 12:23:13;167;131
2026-02-18 12:23:23;162;115
2026-02-18 12:23:54;177;157
2026-02-18 12:24:13;182;119
2026-02-18 12:24:23;162;127
2026-02-18 12:24:33;184;121
2026-02-18 12:24:43;174;135
2026-02-18 12:24:53;187;119
2026-02-18 12:25:04;182;131
2026-02-18 12:25:23;172;117
2026-02-18 12:25:33;180;129
2026-02-18 12:26:13;172;116
2026-02-18 12:26:24;182;133
2026-02-18 12:26:33;187;119
2026-02-18 12:26:43;192;147
2026-02-18 12:26:53;180;128
2026-02-18 12:27:04;179;143
2026-02-18 12:27:13;194;159
2026-02-18 12:27:23;181;134
2026-02-18 12:27:44;194;127
2026-02-18 12:28:03;193;113
2026-02-18 12:28:24;182;130
2026-02-18 12:28:43;195;129
2026-02-18 12:29:44;197;148
2026-02-18 12:29:53;192;131
2026-02-18 12:30:14;202;127
2026-02-18 12:30:23;190;160
2026-02-18 12:30:33;202;150
2026-02-18 12:30:43;207;132
2026-02-18 12:30:54;206;147
2026-02-18 12:31:04;196;133
2026-02-18 12:31:33;208;137
2026-02-18 12:31:43;203;114
2026-02-18 12:31:53;202;124
2026-02-18 12:32:03;206;143
2026-02-18 12:32:14;216;140
2026-02-18 12:32:33;202;149
2026-02-18 12:32:54;202;168
2026-02-18 12:33:04;203;132
2026-02-18 12:33:44;197;149
2026-02-18 12:34:03;206;138
2026-02-18 12:34:34;202;154
2026-02-18 12:34:43;212;107
2026-02-18 12:34:53;212;148
2026-02-18 12:35:13;207;105
2026-02-18 12:35:23;214;148
2026-02-18 12:35:34;210;122
2026-02-18 12:35:53;218;144
2026-02-18 12:36:13;214;159
2026-02-18 12:36:24;216;146
2026-02-18 12:36:33;227;129
2026-02-18 12:36:43;218;153
2026-02-18 12:36:53;221;131
2026-02-18 12:37:04;215;162
2026-02-18 12:37:13;230;109
2026-02-18 12:37:23;232;126
2026-02-18 12:37:34;223;152
2026-02-18 12:37:44;213;183
2026-02-18 12:37:53;187;150
2026-02-18 12:38:03;167;128
2026-02-18 12:38:14;159;138
2026-02-18 12:38:24;186;135
2026-02-18 12:38:33;186;152
2026-02-18 12:38:44;190;114
2026-02-18 12:38:54;173;127
2026-02-18 12:39:04;163;135
2026-02-18 12:39:14;177;136
2026-02-18 12:39:24;181;146
2026-02-18 12:39:44;193;142
2026-02-18 12:39:53;163;137
2026-02-18 12:40:04;173;153
2026-02-18 12:40:14;167;137
2026-02-18 12:40:23;183;142
2026-02-18 12:40:34;172;119
2026-02-18 12:40:54;168;132
2026-02-18 12:41:23;176;118
2026-02-18 12:41:34;173;140
2026-02-18 12:41:44;162;122
2026-02-18 12:41:54;178;141
2026-02-18 12:42:03;167;115
